,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text
69,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNzcTdxWnJRRRAB,Chris Aylwin,https://www.google.com/maps/contrib/107611679231797871659/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.209708,5.0,66,"Great park, recent renovations made it even better."
70,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNRNElHXzV3RRAB,Dani Osman,https://www.google.com/maps/contrib/108384395768985759879/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.211720,5.0,2,It was amazing
71,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNJaV9teU1BEAE,ravi kolli,https://www.google.com/maps/contrib/100858896353547335040/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.215313,4.0,16,"Nice park by river drive with kids play area and courts for different games., good place for a weekend outing with family"
72,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNDNnZhTGRnEAE,Hasvid Chris Paul,https://www.google.com/maps/contrib/106020869865815386930/reviews?hl=en-CA,10 months ago,2021-06-22 17:28:25.223560,5.0,13,Very nice picnic spot
73,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUM0a0k3Z2xBRRAB,Antwan Ajram,https://www.google.com/maps/contrib/105569662185862675644/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.224938,5.0,109,Very beautiful place to make BBQ
74,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNRaWNtX0hREAE,Dan Alexandru,https://www.google.com/maps/contrib/108390673787837386099/reviews?hl=en-CA,4 years ago,2021-06-22 17:28:25.227172,3.0,139,"Good park with lots of room. There's a great bike path that goes through it. It's usually very crowded however with lots of young children and inattentive parents. It's ok to let your kids explore, but not to let them throw rocks at the ducks and geese."
75,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUN3azVqUnJnRRAB,soueidan Soueidan,https://www.google.com/maps/contrib/110814672959931512118/reviews?hl=en-CA,3 years ago,2021-06-22 17:28:25.230506,5.0,27,"very beautiful park, there is a  bbq area. it is very close to the river. nice views but be careful with kids. there is a very nice playground with music intruments! my little one love it! there is washrooms and water fountain and 2 beach volleyball field!!!"
76,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURja1lQM01BEAE,Faheem Rajput,https://www.google.com/maps/contrib/109999645620701482719/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.232970,5.0,29,good peace full and easy access
77,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURZdHJEeEVREAE,Mustapha “Moul Lma7al” Laghzaoui,https://www.google.com/maps/contrib/106013366231646755738/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.234451,5.0,152,"Lake front parc With everything you need from playground, water games and bbqs"
78,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNDbjd1UERnEAE,Chirin Khawam,https://www.google.com/maps/contrib/114385610202285263984/reviews?hl=en-CA,9 months ago,2021-06-22 17:28:25.235797,5.0,19,crowded but fun for kids....bbq is authorized
79,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUN3LUlLTHZRRRAB,Kyle Stoyel,https://www.google.com/maps/contrib/112042599583566991282/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.237188,5.0,57,"Great place to play volleyball! Very clean, nice park."
